Time,BS,Energy,load,ESMODE,TXpower
20230103 180000,B_207,18.68460389,0.09054,0.0,6.87593423
20230103 190000,B_207,17.93721973,0.07832,0.0,6.87593423
20230103 200000,B_207,17.7877429,0.05958,0.0,6.87593423
20230103 210000,B_207,17.7877429,0.05306,0.0,6.87593423
20230103 220000,B_207,16.89088191,0.05979,0.0,6.87593423
20230103 230000,B_207,8.370702541,0.03103,0.0,6.87593423
20230104 000000,B_207,8.071748879,0.01274,1.9808333340000002,6.87593423
20230104 010000,B_207,8.071748879,0.01201,2.0,6.87593423
20230104 020000,B_207,8.071748879,0.01167,2.0,6.87593423
20230104 050000,B_207,8.071748879,0.01135,1.999722222,6.87593423
20230104 060000,B_207,16.44245142,0.01152,2.0,6.87593423
20230104 070000,B_207,16.89088191,0.03747,0.000555556,6.87593423
20230104 080000,B_207,16.44245142,0.03689,0.0,6.87593423
20230104 090000,B_207,17.18983558,0.01645,0.0,6.87593423
20230104 100000,B_207,17.63826607,0.03634,0.0,6.87593423
20230104 110000,B_207,18.23617339,0.05055,0.0,6.87593423
20230104 120000,B_207,18.23617339,0.06583,0.0,6.87593423
20230104 150000,B_207,17.93721973,0.04747,0.0,6.87593423
20230104 160000,B_207,19.7309417,0.05395,0.0,6.87593423
20230104 170000,B_207,18.83408072,0.11096,0.0,6.87593423
20230104 180000,B_207,18.68460389,0.08671,0.0,6.87593423
20230104 190000,B_207,17.63826607,0.07709,0.0,6.87593423
20230104 200000,B_207,18.23617339,0.05485,0.0,6.87593423
20230104 220000,B_207,18.68460389,0.04575,0.0,6.87593423
20230104 230000,B_207,8.669656203,0.09209,0.0,6.87593423
20230105 000000,B_207,8.22122571,0.01369,1.951944445,6.87593423
20230105 020000,B_207,8.22122571,0.0115,2.0,6.87593423
20230105 030000,B_207,8.22122571,0.01134,2.0,6.87593423
20230105 050000,B_207,8.22122571,0.01122,1.999722222,6.87593423
20230105 070000,B_207,16.59192825,0.01269,0.000555556,6.87593423
20230105 090000,B_207,21.07623318,0.05804,0.0,6.87593423
20230105 100000,B_207,21.67414051,0.13865,0.0,6.87593423
20230105 120000,B_207,24.81315396,0.21937,0.0,6.87593423
20230105 150000,B_207,25.26158445,0.26883,0.0,6.87593423
20230105 180000,B_207,21.22571001,0.27588,0.0,6.87593423
20230105 200000,B_207,19.7309417,0.12967,0.0,6.87593423
20230105 220000,B_207,16.89088191,0.03953,0.0,6.87593423
20230105 230000,B_207,8.669656203,0.02845,0.0,6.87593423
20230106 000000,B_207,8.22122571,0.01251,1.955555556,6.87593423
20230106 030000,B_207,8.22122571,0.0114,2.0,6.87593423
20230106 060000,B_207,15.99402093,0.0115,2.0,6.87593423
20230106 070000,B_207,16.29297459,0.01318,0.000277778,6.87593423
20230106 080000,B_207,18.23617339,0.01615,0.0,6.87593423
20230106 090000,B_207,20.02989537,0.06147,0.0,6.87593423
20230106 100000,B_207,20.32884903,0.10118,0.0,6.87593423
20230106 110000,B_207,20.47832586,0.12462,0.0,6.87593423
20230106 120000,B_207,23.01943199,0.15153,0.0,6.87593423
20230106 130000,B_207,22.122571,0.22351,0.0,6.87593423
20230106 140000,B_207,24.36472347,0.18164,0.0,6.87593423
20230106 150000,B_207,25.85949178,0.26028,0.0,6.87593423
20230106 160000,B_207,22.72047833,0.28855,0.0,6.87593423
20230106 170000,B_207,22.86995516,0.21652,0.0,6.87593423
20230106 180000,B_207,21.07623318,0.22473,0.0,6.87593423
20230106 190000,B_207,19.28251121,0.16511,0.0,6.87593423
20230106 230000,B_207,8.370702541,0.1032,0.0,6.87593423
20230107 000000,B_207,8.071748879,0.01244,1.9918619439999998,6.87593423
20230107 010000,B_207,8.071748879,0.01179,2.0,6.87593423
20230107 040000,B_207,8.071748879,0.01115,1.937777778,6.87593423
20230107 050000,B_207,8.071748879,0.0111,1.999722222,6.87593423
20230107 080000,B_207,17.93721973,0.01715,0.0,6.87593423
20230107 130000,B_207,23.91629297,0.20668,0.0,6.87593423
20230107 190000,B_207,24.5142003,0.17014,0.0,6.87593423
20230107 200000,B_207,30.94170404,0.29394,0.0,6.87593423
20230101 010000,B_208,17.63826607,0.0237,0.0,6.427503737
20230101 020000,B_208,17.7877429,0.02322,0.0,6.427503737
20230101 030000,B_208,17.7877429,0.02294,0.0,6.427503737
20230101 040000,B_208,17.7877429,0.02272,0.0,6.427503737
20230101 070000,B_208,18.08669656,0.0244,0.0,6.427503737
20230101 080000,B_208,18.23617339,0.02694,0.0,6.427503737
20230101 090000,B_208,18.68460389,0.03654,0.0,6.427503737
20230101 100000,B_208,18.68460389,0.05416,0.0,6.427503737
20230101 140000,B_208,19.58146487,0.08674,0.0,6.427503737
20230101 150000,B_208,19.58146487,0.10778,0.0,6.427503737
20230101 160000,B_208,18.83408072,0.09484,0.0,6.427503737
20230101 170000,B_208,18.68460389,0.06178,0.0,6.427503737
20230101 180000,B_208,19.43198804,0.05018,0.0,6.427503737
20230101 190000,B_208,18.98355755,0.08904,0.0,6.427503737
20230101 200000,B_208,18.53512706,0.07524,0.0,6.427503737
20230101 210000,B_208,18.38565022,0.04888,0.0,6.427503737
20230101 220000,B_208,18.38565022,0.05094,0.0,6.427503737
20230101 230000,B_208,18.08669656,0.04286,0.0,6.427503737
20230102 000000,B_208,17.93721973,0.0325,0.0,6.427503737
20230102 020000,B_208,17.7877429,0.04746,0.0,6.427503737
20230102 030000,B_208,17.63826607,0.023,0.0,6.427503737
20230102 040000,B_208,17.7877429,0.02268,0.0,6.427503737
20230102 060000,B_208,17.93721973,0.02304,0.0,6.427503737
20230102 070000,B_208,18.08669656,0.0241,0.0,6.427503737
20230102 080000,B_208,18.53512706,0.02648,0.0,6.427503737
20230102 090000,B_208,19.28251121,0.04312,0.0,6.427503737
20230102 100000,B_208,18.68460389,0.08474,0.0,6.427503737
20230102 110000,B_208,18.53512706,0.05674,0.0,6.427503737
20230102 120000,B_208,18.83408072,0.04322,0.0,6.427503737
20230102 130000,B_208,19.7309417,0.0608,0.0,6.427503737
20230102 140000,B_208,18.68460389,0.096,0.0,6.427503737
20230102 150000,B_208,18.68460389,0.04728,0.0,6.427503737
20230102 170000,B_208,20.02989537,0.06716,0.0,6.427503737
20230102 180000,B_208,19.7309417,0.1294,0.0,6.427503737
20230102 190000,B_208,18.68460389,0.10342,0.0,6.427503737
20230102 200000,B_208,18.53512706,0.05576,0.0,6.427503737
20230102 210000,B_208,18.23617339,0.0412,0.0,6.427503737
20230102 230000,B_208,18.38565022,0.02892,0.0,6.427503737
20230103 000000,B_208,18.08669656,0.03888,0.0,6.427503737
20230103 020000,B_208,17.7877429,0.0247,0.0,6.427503737
20230103 030000,B_208,17.7877429,0.02294,0.0,6.427503737
20230103 040000,B_208,17.7877429,0.02268,0.0,6.427503737
20230103 050000,B_208,17.7877429,0.02272,0.0,6.427503737
20230103 060000,B_208,17.93721973,0.02304,0.0,6.427503737
20230103 070000,B_208,17.93721973,0.02386,0.0,6.427503737
20230103 090000,B_208,18.68460389,0.03138,0.0,6.427503737
20230103 100000,B_208,18.38565022,0.0413,0.0,6.427503737
20230103 110000,B_208,18.38565022,0.03456,0.0,6.427503737
20230103 120000,B_208,18.53512706,0.03314,0.0,6.427503737
20230103 130000,B_208,18.53512706,0.04364,0.0,6.427503737
20230103 140000,B_208,18.53512706,0.05508,0.0,6.427503737
20230103 150000,B_208,18.83408072,0.04672,0.0,6.427503737
20230103 160000,B_208,19.43198804,0.05806,0.0,6.427503737
20230103 170000,B_208,18.68460389,0.0865,0.0,6.427503737
20230103 180000,B_208,18.68460389,0.05328,0.0,6.427503737
20230103 190000,B_208,18.38565022,0.0475,0.0,6.427503737
20230103 200000,B_208,18.08669656,0.04258,0.0,6.427503737
20230103 210000,B_208,18.53512706,0.03278,0.0,6.427503737
20230103 220000,B_208,18.08669656,0.0516,0.0,6.427503737
20230103 230000,B_208,18.08669656,0.02642,0.0,6.427503737
20230104 000000,B_208,17.93721973,0.02822,0.0,6.427503737
20230104 010000,B_208,18.38565022,0.02436,0.0,6.427503737
20230104 040000,B_208,18.08669656,0.0386,0.0,6.427503737
20230104 050000,B_208,18.38565022,0.04506,0.0,6.427503737
20230104 060000,B_208,17.93721973,0.04648,0.0,6.427503737
20230104 070000,B_208,17.93721973,0.02376,0.0,6.427503737
20230104 080000,B_208,18.08669656,0.02478,0.0,6.427503737
20230104 090000,B_208,18.08669656,0.02592,0.0,6.427503737
20230104 100000,B_208,18.23617339,0.03088,0.0,6.427503737
20230104 110000,B_208,18.38565022,0.0306,0.0,6.427503737
20230104 120000,B_208,18.38565022,0.03254,0.0,6.427503737
20230104 150000,B_208,18.38565022,0.03386,0.0,6.427503737
20230104 160000,B_208,18.23617339,0.03884,0.0,6.427503737
20230104 170000,B_208,18.38565022,0.03074,0.0,6.427503737
20230104 180000,B_208,18.23617339,0.03738,0.0,6.427503737
20230104 190000,B_208,18.23617339,0.03096,0.0,6.427503737
20230104 220000,B_208,18.08669656,0.0276,0.0,6.427503737
20230105 000000,B_208,17.93721973,0.02798,0.0,6.427503737
20230105 020000,B_208,17.7877429,0.023,0.0,6.427503737
20230105 040000,B_208,17.7877429,0.02242,0.0,6.427503737
20230105 050000,B_208,17.7877429,0.02244,0.0,6.427503737
20230105 060000,B_208,17.7877429,0.02288,0.0,6.427503737
20230105 070000,B_208,18.08669656,0.02402,0.0,6.427503737
20230105 080000,B_208,18.53512706,0.02646,0.0,6.427503737
20230105 090000,B_208,18.98355755,0.04676,0.0,6.427503737
20230105 100000,B_208,18.98355755,0.07254,0.0,6.427503737
20230105 110000,B_208,19.88041854,0.06648,0.0,6.427503737
20230105 150000,B_208,20.1793722,0.13684,0.0,6.427503737
20230105 160000,B_208,19.88041854,0.12,0.0,6.427503737
20230105 180000,B_208,18.83408072,0.13038,0.0,6.427503737
20230105 190000,B_208,18.53512706,0.05694,0.0,6.427503737
20230105 200000,B_208,18.38565022,0.05466,0.0,6.427503737
20230105 230000,B_208,17.93721973,0.027,0.0,6.427503737
20230106 020000,B_208,17.63826607,0.02308,0.0,6.427503737
20230106 030000,B_208,17.7877429,0.0228,0.0,6.427503737
20230106 040000,B_208,17.7877429,0.02264,0.0,6.427503737
20230106 060000,B_208,17.93721973,0.02322,0.0,6.427503737
20230106 070000,B_208,18.08669656,0.02412,0.0,6.427503737
20230106 080000,B_208,18.38565022,0.02636,0.0,6.427503737
20230106 100000,B_208,18.83408072,0.05126,0.0,6.427503737
20230106 160000,B_208,17.48878924,0.09676,0.0,6.427503737
20230106 170000,B_208,18.53512706,0.05138,0.0,6.427503737
20230106 180000,B_208,17.48878924,0.07694,0.0,6.427503737
20230106 190000,B_208,17.48878924,0.038,0.0,6.427503737
20230106 220000,B_208,17.93721973,0.02846,0.0,6.427503737
20230107 000000,B_208,17.7877429,0.02876,0.0,6.427503737
20230107 040000,B_208,18.38565022,0.06042,0.0,6.427503737
20230107 050000,B_208,17.7877429,0.0609,0.0,6.427503737
20230107 130000,B_208,19.58146487,0.09456,0.0,6.427503737
20230107 190000,B_208,18.83408072,0.09222,0.0,6.427503737
20230107 200000,B_208,18.38565022,0.06426,0.0,6.427503737
20230101 010000,B_209,44.39461883,0.04521,0.0,7.1017189835
20230101 020000,B_209,43.94618834,0.03218,0.0,7.1017189835
20230101 050000,B_209,43.79671151,0.02452,0.0,7.1017189835
20230101 060000,B_209,43.94618834,0.01939,0.0,7.1017189835
20230101 070000,B_209,46.78624813,0.02646,0.0,7.1017189835
20230101 090000,B_209,50.52316891,0.10532,0.0,7.1017189835
20230101 100000,B_209,53.06427504,0.13856,0.0,7.1017189835
20230101 110000,B_209,55.60538117,0.17664,0.0,7.1017189835
20230101 120000,B_209,55.45590433,0.21228,0.0,7.1017189835
20230101 140000,B_209,53.96113602,0.20154,0.0,7.1017189835
20230101 150000,B_209,52.91479821,0.18484,0.0,7.1017189835
20230101 170000,B_209,52.31689088,0.18542,0.0,7.1017189835
20230101 180000,B_209,56.95067265,0.18262,0.0,7.1017189835
20230101 190000,B_209,53.21375187,0.2411,0.0,7.1017189835
20230101 200000,B_209,50.67264574,0.16843,0.0,7.1017189835
20230101 210000,B_209,48.72944694,0.12843,0.0,7.1017189835
20230101 220000,B_209,47.83258595,0.09053,0.0,7.1017189835
20230101 230000,B_209,47.98206278,0.08441,0.0,7.1017189835
20230102 000000,B_209,50.67264574,0.093838846,0.0,7.1017189835
20230102 010000,B_209,45.29147982,0.09064230749999999,0.0,7.1017189835
20230102 020000,B_209,45.44095665,0.046063846000000006,0.0,7.1017189835
20230102 030000,B_209,43.64723468,0.047771153999999996,0.0,7.1017189835
20230102 040000,B_209,43.34828102,0.0325446155,0.0,7.1017189835
20230102 070000,B_209,46.03886398,0.0409753845,0.0,7.1017189835
20230102 080000,B_209,49.77578475,0.0554365385,0.0,7.1017189835
20230102 090000,B_209,49.32735426,0.087005,0.0,7.1017189835
20230102 100000,B_209,50.82212257,0.0830003845,0.0,7.1017189835
20230102 110000,B_209,49.92526158,0.10654076900000001,0.0,7.1017189835
20230102 120000,B_209,52.61584454,0.1169726925,0.0,7.1017189835
20230102 130000,B_209,54.40956652,0.1141246155,0.0,7.1017189835
20230102 140000,B_209,51.4200299,0.143958077,0.0,7.1017189835
20230102 150000,B_209,52.01793722,0.098053846,0.0,7.1017189835
20230102 170000,B_209,54.11061286,0.121725,0.0,7.1017189835
20230102 190000,B_209,52.46636771,0.137096923,0.0,7.1017189835
20230102 200000,B_209,51.56950673,0.10868576899999999,0.0,7.1017189835
20230102 210000,B_209,48.43049327,0.09956730750000001,0.0,7.1017189835
20230102 220000,B_209,50.37369208,0.0697603845,0.0,7.1017189835
20230102 230000,B_209,49.47683109,0.09754499999999999,0.0,7.1017189835
20230103 000000,B_209,47.68310912,0.12848,0.0,7.1017189835
20230103 010000,B_209,45.59043348,0.08688,0.0,7.1017189835
20230103 050000,B_209,43.64723468,0.04069,0.0,7.1017189835
20230103 060000,B_209,43.94618834,0.02036,0.0,7.1017189835
20230103 070000,B_209,46.33781764,0.02367,0.0,7.1017189835
20230103 080000,B_209,47.23467862,0.066,0.0,7.1017189835
20230103 090000,B_209,52.76532138,0.08076,0.0,7.1017189835
20230103 100000,B_209,51.4200299,0.17706,0.0,7.1017189835
20230103 110000,B_209,51.4200299,0.13854,0.0,7.1017189835
20230103 130000,B_209,52.76532138,0.12767,0.0,7.1017189835
20230103 140000,B_209,51.86846039,0.15658,0.0,7.1017189835
20230103 150000,B_209,53.96113602,0.13986,0.0,7.1017189835
20230103 160000,B_209,54.26008969,0.20307,0.0,7.1017189835
20230103 180000,B_209,52.61584454,0.20257,0.0,7.1017189835
20230103 200000,B_209,49.92526158,0.15574,0.0,7.1017189835
20230103 210000,B_209,49.92526158,0.11623,0.0,7.1017189835
20230103 220000,B_209,48.87892377,0.12778,0.0,7.1017189835
20230103 230000,B_209,48.13153961,0.11562,0.0,7.1017189835
20230104 020000,B_209,44.09566517,0.05987,0.0,7.1017189835
20230104 040000,B_209,43.79671151,0.03008,0.0,7.1017189835
20230104 050000,B_209,43.64723468,0.02715,0.0,7.1017189835
20230104 060000,B_209,44.09566517,0.01972,0.0,7.1017189835
20230104 070000,B_209,44.54409567,0.0271,0.0,7.1017189835
20230104 080000,B_209,45.73991031,0.02915,0.0,7.1017189835
20230104 100000,B_209,47.53363229,0.07742,0.0,7.1017189835
20230104 110000,B_209,49.0284006,0.07772,0.0,7.1017189835
20230104 150000,B_209,51.56950673,0.14913,0.0,7.1017189835
20230104 160000,B_209,57.39910314,0.12939,0.0,7.1017189835
20230104 170000,B_209,53.21375187,0.20167,0.0,7.1017189835
20230104 180000,B_209,51.27055306,0.1639,0.0,7.1017189835
20230104 190000,B_209,49.62630792,0.1151,0.0,7.1017189835
20230104 220000,B_209,50.07473842,0.14559,0.0,7.1017189835
20230104 230000,B_209,47.53363229,0.13382,0.0,7.1017189835
20230105 000000,B_209,44.39461883,0.08687,0.0,7.1017189835
20230105 020000,B_209,44.09566517,0.06232,0.0,7.1017189835
20230105 040000,B_209,43.34828102,0.01573,0.0,7.1017189835
20230105 050000,B_209,43.79671151,0.01796,0.0,7.1017189835
20230105 060000,B_209,44.245142,0.0247,0.0,7.1017189835
20230105 070000,B_209,45.88938714,0.03148,0.0,7.1017189835
20230105 080000,B_209,49.0284006,0.05288,0.0,7.1017189835
20230105 090000,B_209,53.96113602,0.10693,0.0,7.1017189835
20230105 120000,B_209,54.85799701,0.1847,0.0,7.1017189835
20230105 130000,B_209,54.55904335,0.20389,0.0,7.1017189835
20230105 140000,B_209,53.96113602,0.19488,0.0,7.1017189835
20230105 160000,B_209,53.21375187,0.18488,0.0,7.1017189835
20230105 180000,B_209,54.85799701,0.19914,0.0,7.1017189835
20230105 190000,B_209,58.14648729,0.21727,0.0,7.1017189835
20230105 220000,B_209,48.43049327,0.11731,0.0,7.1017189835
20230105 230000,B_209,46.18834081,0.10049,0.0,7.1017189835
20230106 000000,B_209,44.99252616,0.0611,0.0,7.1017189835
20230106 020000,B_209,44.6935725,0.05692,0.0,7.1017189835
20230106 040000,B_209,43.79671151,0.02708,0.0,7.1017189835
20230106 070000,B_209,46.33781764,0.02823,0.0,7.1017189835
20230106 080000,B_209,50.52316891,0.06605,0.0,7.1017189835
20230106 090000,B_209,51.12107623,0.13275,0.0,7.1017189835
20230106 100000,B_209,51.12107623,0.14189,0.0,7.1017189835
20230106 110000,B_209,46.6367713,0.13611,0.0,7.1017189835
20230106 120000,B_209,49.62630792,0.11423,0.0,7.1017189835
20230106 130000,B_209,49.47683109,0.15441,0.0,7.1017189835
20230106 140000,B_209,48.87892377,0.16025,0.0,7.1017189835
20230106 150000,B_209,50.67264574,0.1195,0.0,7.1017189835
20230106 170000,B_209,48.13153961,0.15047,0.0,7.1017189835
20230106 180000,B_209,51.4200299,0.12828,0.0,7.1017189835
20230106 190000,B_209,50.9715994,0.18113,0.0,7.1017189835
20230106 200000,B_209,47.98206278,0.16133,0.0,7.1017189835
20230106 230000,B_209,48.87892377,0.10173,0.0,7.1017189835
20230107 010000,B_209,44.6935725,0.03881,0.0,7.1017189835
20230107 050000,B_209,43.94618834,0.0216,0.0,7.1017189835
20230107 080000,B_209,49.47683109,0.08122,0.0,7.1017189835
20230107 130000,B_209,56.20328849,0.23917,0.0,7.1017189835
20230107 190000,B_209,52.31689088,0.21757,0.0,7.1017189835
20230107 200000,B_209,51.27055306,0.14681,0.0,7.1017189835
20230101 010000,B_210,12.25710015,0.04369,0.0,6.87593423
20230101 020000,B_210,11.80866966,0.01205,1.971944444,6.87593423
20230101 030000,B_210,11.80866966,0.01155,2.0,6.87593423
20230101 040000,B_210,11.80866966,0.01143,2.0,6.87593423
20230101 050000,B_210,11.80866966,0.01141,2.0,6.87593423
20230101 070000,B_210,25.26158445,0.02482,0.0024999999999999996,6.87593423
20230101 100000,B_210,27.80269058,0.10682,0.0,6.87593423
20230101 120000,B_210,34.23019432,0.17494,0.0,6.87593423
20230101 140000,B_210,33.03437967,0.18979,0.0,6.87593423
20230101 150000,B_210,31.98804185,0.19616,0.0,6.87593423
20230101 160000,B_210,29.89536622,0.18336,0.0,6.87593423
20230101 170000,B_210,29.14798206,0.15676,0.0,6.87593423
20230101 180000,B_210,33.33333333,0.14719,0.0,6.87593423
20230101 200000,B_210,27.50373692,0.16003,0.0,6.87593423
20230101 220000,B_210,26.00896861,0.09431,0.0,6.87593423
20230101 230000,B_210,24.21524664,0.08706,0.0,6.87593423
20230102 000000,B_210,24.96263079,0.06209,0.0,6.87593423
20230102 010000,B_210,12.25710015,0.07999,0.0,6.87593423
20230102 020000,B_210,11.80866966,0.01196,1.9752777780000002,6.87593423
20230102 030000,B_210,11.80866966,0.01151,2.0,6.87593423
20230102 040000,B_210,11.80866966,0.01139,2.0,6.87593423
20230102 050000,B_210,11.80866966,0.01139,1.999722222,6.87593423
20230102 080000,B_210,27.35426009,0.06034,0.0,6.87593423
20230102 090000,B_210,27.80269058,0.10665,0.0,6.87593423
20230102 100000,B_210,27.95216741,0.10551,0.0,6.87593423
20230102 110000,B_210,25.85949178,0.11067,0.0,6.87593423
20230102 130000,B_210,32.43647235,0.16788,0.0,6.87593423
20230102 150000,B_210,31.98804185,0.1531,0.0,6.87593423
20230102 160000,B_210,29.89536622,0.19377,0.0,6.87593423
20230102 170000,B_210,31.68908819,0.14973,0.0,6.87593423
20230102 180000,B_210,31.98804185,0.1691,0.0,6.87593423
20230102 190000,B_210,31.2406577,0.18454,0.0,6.87593423
20230102 200000,B_210,29.59641256,0.14964,0.0,6.87593423
20230102 220000,B_210,25.41106129,0.08806,0.0,6.87593423
20230103 000000,B_210,25.11210762,0.07648,0.0,6.87593423
20230103 010000,B_210,12.25710015,0.08293,0.0,6.87593423
20230103 020000,B_210,11.80866966,0.012,1.98,6.87593423
20230103 040000,B_210,12.70553064,0.01174,1.988333333,6.87593423
20230103 050000,B_210,11.80866966,0.02081,1.9300000000000002,6.87593423
20230103 070000,B_210,23.46786248,0.01747,0.000833333,6.87593423
20230103 090000,B_210,27.35426009,0.08227,0.0,6.87593423
20230103 110000,B_210,28.8490284,0.11283,0.0,6.87593423
20230103 130000,B_210,31.09118087,0.13285,0.0,6.87593423
20230103 150000,B_210,30.49327354,0.12576,0.0,6.87593423
20230103 160000,B_210,31.2406577,0.16063,0.0,6.87593423
20230103 170000,B_210,31.09118087,0.17824,0.0,6.87593423
20230103 180000,B_210,28.8490284,0.17633,0.0,6.87593423
20230103 190000,B_210,28.40059791,0.13157,0.0,6.87593423
20230103 200000,B_210,26.4573991,0.12052,0.0,6.87593423
20230103 210000,B_210,26.30792227,0.08474,0.0,6.87593423
20230103 220000,B_210,25.71001495,0.0911,0.0,6.87593423
20230103 230000,B_210,26.00896861,0.08207,0.0,6.87593423
20230104 000000,B_210,24.96263079,0.09746,0.0,6.87593423
20230104 010000,B_210,12.40657698,0.0741,0.0,6.87593423
20230104 020000,B_210,11.80866966,0.01245,1.9591666669999999,6.87593423
20230104 050000,B_210,11.80866966,0.01148,1.999722222,6.87593423
20230104 060000,B_210,21.52466368,0.01166,2.0,6.87593423
20230104 070000,B_210,22.42152466,0.01864,0.000555556,6.87593423
20230104 080000,B_210,24.21524664,0.02818,0.0,6.87593423
20230104 090000,B_210,25.56053812,0.05866,0.0,6.87593423
20230104 100000,B_210,26.00896861,0.07757,0.0,6.87593423
20230104 120000,B_210,29.14798206,0.11897,0.0,6.87593423
20230104 150000,B_210,28.40059791,0.13752,0.0,6.87593423
20230104 170000,B_210,29.59641256,0.18071,0.0,6.87593423
20230104 180000,B_210,27.95216741,0.14907,0.0,6.87593423
20230104 190000,B_210,27.20478326,0.1061,0.0,6.87593423
20230104 220000,B_210,27.20478326,0.1018,0.0,6.87593423
20230104 230000,B_210,24.5142003,0.11387,0.0,6.87593423
20230105 000000,B_210,22.57100149,0.07121,0.0,6.87593423
20230105 020000,B_210,11.80866966,0.01202,1.952222222,6.87593423
20230105 030000,B_210,11.80866966,0.01147,2.0,6.87593423
20230105 040000,B_210,11.80866966,0.01133,2.0,6.87593423
20230105 050000,B_210,11.80866966,0.01133,1.999722222,6.87593423
20230105 060000,B_210,21.97309417,0.01157,2.0,6.87593423
20230105 070000,B_210,23.76681614,0.02848,0.000555556,6.87593423
20230105 080000,B_210,27.20478326,0.04935,0.0,6.87593423
20230105 090000,B_210,28.69955157,0.10723,0.0,6.87593423
20230105 100000,B_210,29.29745889,0.12585,0.0,6.87593423
20230105 120000,B_210,33.78176383,0.15825,0.0,6.87593423
20230105 130000,B_210,32.88490284,0.21497,0.0,6.87593423
20230105 140000,B_210,30.94170404,0.18944,0.0,6.87593423
20230105 150000,B_210,33.93124066,0.1481,0.0,6.87593423
20230105 160000,B_210,31.2406577,0.2124,0.0,6.87593423
20230105 190000,B_210,30.7922272,0.18577,0.0,6.87593423
20230105 200000,B_210,28.55007474,0.16808,0.0,6.87593423
20230105 220000,B_210,25.41106129,0.07489,0.0,6.87593423
20230105 230000,B_210,23.91629297,0.07135,0.0,6.87593423
20230106 000000,B_210,22.72047833,0.05423,0.0,6.87593423
20230106 020000,B_210,11.80866966,0.01186,1.901944444,6.87593423
20230106 030000,B_210,11.80866966,0.01153,2.0,6.87593423
20230106 040000,B_210,11.80866966,0.01142,2.0,6.87593423
20230106 070000,B_210,24.06576981,0.02405,0.000277778,6.87593423
20230106 080000,B_210,26.9058296,0.05564,0.0,6.87593423
20230106 090000,B_210,27.80269058,0.10073,0.0,6.87593423
20230106 100000,B_210,27.80269058,0.1141,0.0,6.87593423
20230106 110000,B_210,23.46786248,0.11567,0.0,6.87593423
20230106 120000,B_210,28.25112108,0.08077,0.0,6.87593423
20230106 130000,B_210,27.20478326,0.14535,0.0,6.87593423
20230106 140000,B_210,27.50373692,0.12573,0.0,6.87593423
20230106 150000,B_210,29.74588939,0.12682,0.0,6.87593423
20230106 160000,B_210,26.30792227,0.15664,0.0,6.87593423
20230106 170000,B_210,27.05530643,0.11726,0.0,6.87593423
20230106 190000,B_210,27.20478326,0.16005,0.0,6.87593423
20230106 200000,B_210,28.40059791,0.11333,0.0,6.87593423
20230107 000000,B_210,16.59192825,0.02906,0.629761667,6.87593423
20230107 010000,B_210,11.95814649,0.01161,0.768069722,6.87593423
20230107 040000,B_210,11.95814649,0.01123,2.0,6.87593423
20230107 050000,B_210,11.80866966,0.01121,1.9752777780000002,6.87593423
20230107 080000,B_210,26.9058296,0.06284,0.0,6.87593423
20230107 130000,B_210,32.58594918,0.21422,0.0,6.87593423
20230107 200000,B_210,27.80269058,0.13044,0.0,6.87593423
20230101 010000,B_211,22.42152466,0.084595745,0.0,6.128550075
20230101 020000,B_211,21.67414051,0.133170213,0.0,6.128550075
20230101 030000,B_211,23.31838565,0.080308511,0.0,6.128550075
20230101 050000,B_211,21.37518685,0.071851064,0.0,6.128550075
20230101 070000,B_211,22.122571,0.048606383,0.0,6.128550075
20230101 080000,B_211,23.01943199,0.093989362,0.0,6.128550075
20230101 090000,B_211,22.72047833,0.182585106,0.0,6.128550075
20230101 100000,B_211,22.72047833,0.139893617,0.0,6.128550075
20230101 110000,B_211,22.57100149,0.129723404,0.0,6.128550075
20230101 120000,B_211,23.01943199,0.115702128,0.0,6.128550075
20230101 140000,B_211,22.57100149,0.115223404,0.0,6.128550075
20230101 150000,B_211,23.31838565,0.112010638,0.0,6.128550075
20230101 160000,B_211,23.31838565,0.187957447,0.0,6.128550075
20230101 170000,B_211,23.16890882,0.172489362,0.0,6.128550075
20230101 180000,B_211,24.21524664,0.159680851,0.0,6.128550075
20230101 200000,B_211,24.5142003,0.206553191,0.0,6.128550075
20230101 210000,B_211,25.26158445,0.27506383,0.0,6.128550075
20230101 220000,B_211,25.26158445,0.341723404,0.0,6.128550075
20230101 230000,B_211,24.36472347,0.371106383,0.0,6.128550075
20230102 000000,B_211,23.46786248,0.266234043,0.0,6.128550075
20230102 010000,B_211,22.122571,0.189680851,0.0,6.128550075
20230102 020000,B_211,21.97309417,0.09056383,0.0,6.128550075
20230102 030000,B_211,21.37518685,0.072957447,0.0,6.128550075
20230102 040000,B_211,21.22571001,0.034914894,0.0,6.128550075
20230102 050000,B_211,21.22571001,0.025840426,0.0,6.128550075
20230102 070000,B_211,22.122571,0.070106383,0.0,6.128550075
20230102 080000,B_211,23.01943199,0.099425532,0.0,6.128550075
20230102 090000,B_211,22.72047833,0.15993617,0.0,6.128550075
20230102 110000,B_211,23.16890882,0.108670213,0.0,6.128550075
20230102 120000,B_211,22.57100149,0.167287234,0.0,6.128550075
20230102 130000,B_211,22.86995516,0.117638298,0.0,6.128550075
20230102 140000,B_211,23.01943199,0.127010638,0.0,6.128550075
20230102 150000,B_211,23.91629297,0.141446809,0.0,6.128550075
